project	project_alt_name	tag2	tag	category	year	annual_allocation	non_annual_allocation	total	notes_annual	notes_non-annual
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2003			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2004			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2005			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2006			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2007			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2008			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2009			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2010			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2011			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2012			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2013			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2014			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2015			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2016			0		
Royal Hong Kong Jockey Club Scholarships Fund - Wah Kiu Yat Po	Royal Hong Kong Jockey Club Scholarship Fund - Wah Kiu Yat Po	Other	Other	Education and training	2017			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1980	33		33		Police Welfare Fund
Royal Hong Kong Police Force		Government	Government	Education and training	1981	33	1100	1133		
Royal Hong Kong Police Force		Government	Government	Education and training	1982	188		188		
Royal Hong Kong Police Force		Government	Government	Education and training	1983			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1984			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1985		200	200		Junior Police Call
Royal Hong Kong Police Force		Government	Government	Education and training	1986			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1987		100	100		Good Citizen Award Scheme
Royal Hong Kong Police Force		Government	Government	Education and training	1988			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1989			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1990			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1991		3000	3000		"Two items: 2,000 for Police Children's Education Trust; 1,000 for Police Education & Welfare Trust"
Royal Hong Kong Police Force		Government	Government	Education and training	1992			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1993		5276	5276		"Three items: 3,500 for Police Children's Education Trust; 1,500 for Police Education & Welfare Trust; 276 for Shamshuipo Junior Police Call Clubhouse"
Royal Hong Kong Police Force		Government	Government	Education and training	1994			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1995			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1996		7500	7500		
Royal Hong Kong Police Force		Government	Government	Education and training	1997			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1998			0		
Royal Hong Kong Police Force		Government	Government	Education and training	1999			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2000			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2001			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2002			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2003			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2004			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2005			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2006			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2007			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2008			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2009			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2010			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2011			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2012			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2013			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2014			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2015			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2016			0		
Royal Hong Kong Police Force		Government	Government	Education and training	2017			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1980			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1981			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1982			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1983			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1984			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1985			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1986			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1987			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1988			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1989			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1990			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1991		100	100		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1992		2500	2500		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1993			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1994	1100		1100		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1995			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1996			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1997			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1998			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	1999			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2000			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2001			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2002			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2003			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2004			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2005			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2006			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2007			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2008			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2009			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2010			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2011			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2012			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2013			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2014			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2015			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2016			0		
Royal Hong Kong Regiment (The Volunteers)		Other	Other	Education and training	2017			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1980			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1981			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1982			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1983			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1984			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1985		75	75		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1986			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1987			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1988			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1989			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1990			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1991		97	97		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1992			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1993		85	85		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1994			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1995			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1996			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1997			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1998			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	1999			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2000			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2001			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2002			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2003			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2004			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2005			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2006			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2007			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2008			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2009			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2010			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2011			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2012			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2013			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2014			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2015			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2016			0		
Royal Life Saving Society - Hong Kong Branch	Royal Life Saving Society	Other	Other	Education and training	2017			0		
Ruttonjee Hospital		Government	Government	Medical	1980			0		
Ruttonjee Hospital		Government	Government	Medical	1981			0		
Ruttonjee Hospital		Government	Government	Medical	1982			0		
Ruttonjee Hospital		Government	Government	Medical	1983			0		
Ruttonjee Hospital		Government	Government	Medical	1984			0		
Ruttonjee Hospital		Government	Government	Medical	1985			0		
Ruttonjee Hospital		Government	Government	Medical	1986			0		
Ruttonjee Hospital		Government	Government	Medical	1987			0		
Ruttonjee Hospital		Government	Government	Medical	1988			0		
Ruttonjee Hospital		Government	Government	Medical	1989			0		
Ruttonjee Hospital		Government	Government	Medical	1990			0		
Ruttonjee Hospital		Government	Government	Medical	1991			0		
Ruttonjee Hospital		Government	Government	Medical	1992			0		
Ruttonjee Hospital		Government	Government	Medical	1993			0		
Ruttonjee Hospital		Government	Government	Medical	1994		1000	1000		
Ruttonjee Hospital		Government	Government	Medical	1995			0		
Ruttonjee Hospital		Government	Government	Medical	1996			0		
Ruttonjee Hospital		Government	Government	Medical	1997		1080	1080		
Ruttonjee Hospital		Government	Government	Medical	1998			0		
Ruttonjee Hospital		Government	Government	Medical	1999			0		
Ruttonjee Hospital		Government	Government	Medical	2000			0		
Ruttonjee Hospital		Government	Government	Medical	2001		15960	15960		To set up a Cardiovascular Angiographic Suite at the Ruttonjee and Tang Shiu Kin Hospitals
Ruttonjee Hospital		Government	Government	Medical	2002		13000	13000		To subsidise the replacement of a Computed Tomography scanner at the Ruttonjee and Tang Shiu Kin Hospitals
Ruttonjee Hospital		Government	Government	Medical	2003			0		
Ruttonjee Hospital		Government	Government	Medical	2004			0		
Ruttonjee Hospital		Government	Government	Medical	2005			0		
Ruttonjee Hospital		Government	Government	Medical	2006			0		
Ruttonjee Hospital		Government	Government	Medical	2007			0		
Ruttonjee Hospital		Government	Government	Medical	2008			0		
Ruttonjee Hospital		Government	Government	Medical	2009			0		
Ruttonjee Hospital		Government	Government	Medical	2010			0		
Ruttonjee Hospital		Government	Government	Medical	2011			0		
Ruttonjee Hospital		Government	Government	Medical	2012			0		
Ruttonjee Hospital		Government	Government	Medical	2013			0		
Ruttonjee Hospital		Government	Government	Medical	2014			0		
Ruttonjee Hospital		Government	Government	Medical	2015			0		
Ruttonjee Hospital		Government	Government	Medical	2016			0		
Ruttonjee Hospital		Government	Government	Medical	2017			0		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1980	60		60		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1981	75		75		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1982	90		90		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1983	105		105		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1984	118		118		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1985	118		118		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1986	130		130		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1987	140		140		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1988	158		158		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1989	4678		4678		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1990	226		226		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1991	272		272		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1992	515		515		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1993	365		365		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1994	410		410		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1995	460		460		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1996	629		629		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1997	717		717		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1998	705		705		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	1999	716		716		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2000	723	2700	3423		To set up a Youth Career Development and Resource Centre and finance its operating costs for two years
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2001	745		745		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2002	745		745		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2003	745	1580	2325		To continue to support it its Youth Career Development & Resource Centre for two years
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2004	745		745		
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2005	961		961	To fund its Human Re-engineering Project for Building a Better World	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2006	961		961	To fund its Human Re-engineering Project for Building a Better World	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2007	961		961	To fund its Human Re-engineering Project for Building a Better World	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2008	872		872	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2009	872		872	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2010	872		872	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2011	1037		1037	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2012	1037		1037	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2013	1037		1037	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2014	1232		1232	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2015	1232	30740	31972	To fund its Human Re-engineering Project for Building a Better Community	To fund the renovation of the SKH Holy Carpenter Church Community Centre
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2016	1232		1232	To fund its Human Re-engineering Project for Building a Better Community	
S.K.H. Holy Carpenter Church Community Centre	Holy Carpenter Church Community Centre; Holy Carpenter Church & Community Centre	Social welfare provision (HKCSS agency members)	Other	Community services	2017	1437		1437	To fund its Human Re-engineering Project for Building a Better Community	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1980		250	250		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1981		250	250		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1982		120	120		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1983		93	93		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1984		215	215		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1985		126	126		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1986			0		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1987			0		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1988		141	141		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1989		829	829		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1990		10	10		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1991		1219	1219		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1992	7052		7052		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1993	39790		39790		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1994	3181		3181		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1995	11171		11171		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1996	9430		9430		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1997	3473		3473		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1998	2239	5935	8174		Three items: 2285 to finance the operating costs of the Jockey Club Conductive Learning Centre (Teaching Unit) for one year; 1840 to fund the Bradbury Shek Wai Kok Parents' Resource Centre for 18 months; 1810 to employ five additional staff for the Jockey Club Bradbury Wah Sum Care Centre
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	1999	4790	9318	14108		Three items: 6000 to improve the facilities at the Ko Fook lu Memorial School; 2292 to support the employment of ten physiotherapy artisans from 4/1999 to 8/2000; 1026 to fit out and equip the Jockey Club Rehabilitation Seating Service Centre
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2000	5291	4447	9738		"Four items: 1,008 to continue the employment of three Personal Care Workers and Two Workmen II in the Jockey Club Bradbury Wah Sum Care Centre for two years; 977 to acquire a 39-seater replacement school bus for its Ko Fook lu Memorial School; 462 to fund the Domiciliary Occupational Therapy Service for two years; 2,000 Jockey Club Millennium Cup and Sweepstakes special one-off donation"
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2001	5450	63	5513		To install air conditioning systems at its Chai Wan and On Ting Workshops
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2002	5450	2690	8140		To renovate and equip the Teaching Unit of its Jockey Club Conductive Learning Centre
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2003	5450	2710	8160		"Two items: 1,670 to run a three-year empirical project on integration to support students with physical handicaps attending mainstream schools; 1,040 to buy a replacement school bus for Ko Fook lu Memorial School"
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2004	5450		5450		
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2005	5314	660	5974	To fund its supportive rehabilitation service for handicapped persons	To fund the production of educational resources and provide training for trainers and parents of autistic children using visual strategies and social stories
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2006	5314		5314	To fund its supportive rehabilitation service for handicapped persons	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2007	5314	6650	11964	To fund its supportive rehabilitation service for handicapped persons	To fund the boarding service for physically disabled students at Ko Fook Iu Memorial School for three years and nine months
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2008	3245		3245	To fund its Comprehensive Rehabilitation Seating Service	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2009	3244		3244	To fund its Comprehensive Rehabilitation Seating Service	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2010	3245	9050	12295	To fund its Comprehensive Rehabilitation Seating Service	To fund the upgrading of facilities and equipment of the SAHK Jockey Club Elaine Field School
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2011	3546	10710	14256	To fund its Comprehensive Rehabilitation Seating Service	"Two items: 2,480 to fund the acquisition of an Automated Rehabilitation Seating Production System; 8,230 to fund support services for students with Autism Spectrum Disorders in ordinary schools for 39 months"
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2012	3546	10580	14126	To fund its Comprehensive Rehabilitation Seating Service	To fund an enhancement project at the SAHK LOHAS Garden
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2013	3546		3546	To fund its Comprehensive Rehabilitation Seating Service	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2014	4145		4145	To fund its Comprehensive Rehabilitation Seating Service	
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2015	4145		4145	To fund its Comprehensive Rehabilitation Seating Service	
